Simulation ID,Rules,Order ID,Task1_Name,Task1_Start,Task1_End,Task1_Duration,Task2_Name,Task2_Start,Task2_End,Task2_Duration,Task3_Name,Task3_Start,Task3_End,Task3_Duration,Task4_Name,Task4_Start,Task4_End,Task4_Duration,Task5_Name,Task5_Start,Task5_End,Task5_Duration,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation2,FCFS + SPT,O-48,T1,63.74,67.92,4.18,T2,69.42,71.92,2.5,T3,69.47,73.06,3.5900000000000034,T4,71.92,75.9,3.980000000000004,,,,,2,SampleProcessPlan1,3,39.27,87.71,75.9,36.63,14.25
Simulation2,FCFS + SPT,O-49,T4,41.29,45.1,3.8100000000000023,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,39.67,89.16,45.1,5.43,3.81
Simulation2,FCFS + SPT,O-5,T1,5.63,8.09,2.46,T2,8.09,9.95,1.8599999999999994,T3,8.09,9.86,1.7699999999999996,T4,10.97,14.28,3.3099999999999987,,,,,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation2,FCFS + SPT,O-50,T4,40.44,45.34,4.900000000000006,T1,45.66,46.87,1.2100000000000009,T3,57.19,60.48,3.289999999999999,T2,58.15,61.44,3.289999999999999,T5,61.44,65.64,4.200000000000003,1,SampleProcessPlan2,4,39.88,84.47,65.64,25.77,16.89
Simulation2,FCFS + SPT,O-51,T1,67.92,70.81,2.8900000000000006,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,39.91,85.83,70.81,30.9,2.89
Simulation2,FCFS + SPT,O-52,T1,68.49,71.56,3.0700000000000074,T3,75.78,80.01,4.230000000000004,T2,90.19,97.69,7.5,,,,,,,,,2,SampleProcessPlan1,2,40.68,89.73,97.69,57.01,14.8
Simulation2,FCFS + SPT,O-53,T1,70.81,72.33,1.519999999999996,T2,72.45,79.67,7.219999999999999,T4,79.67,83.62,3.950000000000003,T3,80.01,86.71,6.699999999999989,T5,85.54,89.43,3.8900000000000006,2,SampleProcessPlan1,4,40.83,83.93,89.43,48.6,23.28
Simulation2,FCFS + SPT,O-54,T4,45.1,48.48,3.3799999999999955,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,40.84,81.74,48.48,7.65,3.38
Simulation2,FCFS + SPT,O-55,T1,71.56,72.95,1.3900000000000006,T3,73.06,75.78,2.719999999999999,T2,79.67,82.9,3.230000000000004,T4,83.62,87.49,3.8699999999999903,T5,89.43,93.51,4.079999999999998,2,SampleProcessPlan1,4,42.46,91.06,93.51,51.05,15.29
Simulation2,FCFS + SPT,O-56,T1,46.87,48.13,1.2600000000000051,T2,49.43,54.05,4.619999999999997,T3,50.94,53.53,2.5900000000000034,T4,54.54,58.29,3.75,,,,,0,SampleProcessPlan1,3,43.72,88.54,58.29,14.58,12.22
Simulation2,FCFS + SPT,O-57,T4,45.34,49.68,4.339999999999996,T1,51.47,54.47,3.0,T3,60.48,62.63,2.1500000000000057,T2,82.9,90.19,7.289999999999992,,,,,2,SampleProcessPlan2,3,44.6,86.46,90.19,45.59,16.78
Simulation2,FCFS + SPT,O-58,T1,47.34,51.47,4.1299999999999955,T3,53.53,57.19,3.6599999999999966,T2,54.05,58.15,4.100000000000001,T4,58.15,62.3,4.149999999999999,,,,,0,SampleProcessPlan1,3,45.49,92.01,62.3,16.81,16.04
Simulation2,FCFS + SPT,O-59,T4,48.48,52.2,3.720000000000006,T1,56.19,60.26,4.07,T3,60.26,65.79,5.530000000000008,T2,61.76,65.24,3.479999999999997,T5,65.64,70.44,4.799999999999997,1,SampleProcessPlan2,4,45.89,89.29,70.44,24.55,21.6
Simulation2,FCFS + SPT,O-6,T1,9.12,11.92,2.8000000000000007,T2,11.92,15.06,3.1400000000000006,T3,12.46,15.22,2.76,,,,,,,,,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation2,FCFS + SPT,O-60,T1,72.33,77.01,4.680000000000007,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,46.0,93.59,77.01,31.01,4.68
Simulation2,FCFS + SPT,O-61,T4,48.91,52.76,3.8500000000000014,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,46.05,90.7,52.76,6.71,3.85
Simulation2,FCFS + SPT,O-62,T1,72.95,74.86,1.9099999999999966,T3,74.86,75.98,1.1200000000000045,,,,,,,,,,,,,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation2,FCFS + SPT,O-63,T1,74.86,76.99,2.1299999999999955,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,47.56,89.01,76.99,29.43,2.13
Simulation2,FCFS + SPT,O-64,T1,51.32,56.19,4.869999999999997,T3,56.19,57.8,1.6099999999999994,T2,61.44,65.78,4.340000000000003,T4,65.78,69.19,3.4099999999999966,,,,,1,SampleProcessPlan1,3,49.06,95.35,69.19,20.14,14.23
Simulation2,FCFS + SPT,O-65,T4,49.94,54.54,4.600000000000001,T1,60.26,61.76,1.5,T2,67.15,69.42,2.269999999999996,T3,67.69,69.85,2.1599999999999966,,,,,2,SampleProcessPlan2,3,49.94,97.85,69.85,19.91,10.53
Simulation2,FCFS + SPT,O-66,T1,76.99,85.48,8.490000000000009,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.63,99.78,85.48,34.85,8.49
Simulation2,FCFS + SPT,O-67,T1,77.01,80.56,3.549999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.66,90.85,80.56,29.91,3.55
Simulation2,FCFS + SPT,O-68,T4,52.32,57.76,5.439999999999998,T1,62.55,64.08,1.5300000000000011,T3,65.79,67.69,1.8999999999999915,T2,71.92,74.63,2.7099999999999937,,,,,2,SampleProcessPlan2,3,52.32,99.57,74.63,22.32,11.58
Simulation2,FCFS + SPT,O-69,T1,80.56,83.61,3.049999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,52.53,98.67,83.61,31.08,3.05
Simulation2,FCFS + SPT,O-7,T4,6.42,10.97,4.550000000000001,T1,14.8,19.37,4.57,,,,,,,,,,,,,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation2,FCFS + SPT,O-70,T4,53.33,57.58,4.25,T1,64.08,68.49,4.409999999999997,T3,69.85,71.78,1.9300000000000068,T2,94.23,,,,,,,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
Simulation2,FCFS + SPT,O-8,T1,8.59,9.82,1.2300000000000004,T2,9.82,12.97,3.1500000000000004,T3,9.86,14.49,4.630000000000001,T4,15.63,19.75,4.119999999999999,T5,20.34,27.36,7.02,1,SampleProcessPlan1,4,7.73,49.56,27.36,19.63,20.15
Simulation2,FCFS + SPT,O-9,T4,8.0,12.57,4.57,T1,13.85,14.8,0.9500000000000011,T2,15.06,17.48,2.42,T3,15.22,16.88,1.6599999999999984,,,,,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation3,FCFS + PST,O-1,T1,0.0,0.68,0.68,T2,0.68,2.37,1.69,T3,0.68,2.13,1.4499999999999997,T4,6.32,10.35,4.029999999999999,T5,10.35,12.46,2.110000000000001,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation3,FCFS + PST,O-10,T1,9.82,13.85,4.029999999999999,,,,,,,,,,,,,,,,,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation3,FCFS + PST,O-11,T4,10.35,14.67,4.32,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,9.1,57.52,14.67,5.57,4.32
Simulation3,FCFS + PST,O-12,T4,14.28,18.13,3.8499999999999996,T1,24.84,27.33,2.4899999999999984,T3,30.78,34.88,4.100000000000001,T2,31.01,32.86,1.8499999999999979,,,,,2,SampleProcessPlan2,3,9.18,52.7,34.88,25.7,12.29
Simulation3,FCFS + PST,O-13,T4,14.67,18.41,3.74,T1,27.33,27.58,0.25,T3,29.43,35.32,5.890000000000001,T2,32.86,35.64,2.780000000000001,,,,,2,SampleProcessPlan2,3,10.02,58.8,35.64,25.62,12.66
Simulation3,FCFS + PST,O-14,T4,18.41,22.66,4.25,T1,24.45,25.67,1.2200000000000024,,,,,,,,,,,,,2,SampleProcessPlan2,2,11.03,54.15,25.67,14.64,5.47
Simulation3,FCFS + PST,O-15,T4,12.57,15.63,3.0600000000000005,T1,16.75,24.84,8.09,T2,24.84,28.85,4.010000000000002,T3,24.84,28.77,3.9299999999999997,,,,,2,SampleProcessPlan2,3,11.12,56.64,28.85,17.73,19.09
Simulation3,FCFS + PST,O-16,T4,19.75,24.39,4.640000000000001,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,13.75,53.81,24.39,10.64,4.64
Simulation3,FCFS + PST,O-17,T4,18.13,21.25,3.120000000000001,,,,,,,,,,,,,,,,,0,SampleProcessPlan2,1,13.93,54.22,21.25,7.32,3.12
Simulation3,FCFS + PST,O-18,T1,14.08,16.75,2.67,T3,16.88,18.11,1.2300000000000004,T2,17.22,24.91,7.690000000000001,,,,,,,,,0,SampleProcessPlan1,2,14.08,63.78,24.91,10.83,11.59
Simulation3,FCFS + PST,O-19,T1,22.38,24.45,2.0700000000000003,,,,,,,,,,,,,,,,,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation3,FCFS + PST,O-2,T4,2.05,6.32,4.2700000000000005,T1,11.92,12.73,0.8100000000000005,T2,12.97,15.82,2.8499999999999996,T3,14.49,17.44,2.950000000000001,T5,15.82,20.34,4.52,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation3,FCFS + PST,O-20,T1,19.37,22.38,3.009999999999998,T2,22.38,24.14,1.7600000000000016,T3,22.38,24.21,1.8300000000000018,,,,,,,,,0,SampleProcessPlan1,2,15.14,61.9,24.21,9.07,6.6
Simulation3,FCFS + PST,O-21,T4,21.25,25.6,4.350000000000001,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,16.5,58.31,25.6,9.1,4.35
Simulation3,FCFS + PST,O-22,T1,27.58,30.55,2.9700000000000024,T3,34.88,39.81,4.93,T2,61.27,63.54,2.269999999999996,,,,,,,,,2,SampleProcessPlan1,2,18.25,63.8,63.54,45.29,10.17
Simulation3,FCFS + PST,O-23,T4,22.66,26.11,3.4499999999999993,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.06,68.26,26.11,5.05,3.45
Simulation3,FCFS + PST,O-24,T4,24.39,29.61,5.219999999999999,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.45,65.67,29.61,8.17,5.22
Simulation3,FCFS + PST,O-25,T1,27.64,31.17,3.530000000000001,T2,31.77,34.53,2.7600000000000016,T3,35.32,40.49,5.170000000000002,,,,,,,,,2,SampleProcessPlan1,2,21.55,63.19,40.49,18.94,11.46
Simulation3,FCFS + PST,O-26,T1,30.55,32.23,1.6799999999999962,T2,34.53,38.9,4.369999999999997,T3,42.56,44.64,2.0799999999999983,T4,42.93,46.48,3.549999999999997,T5,46.48,51.3,4.82,2,SampleProcessPlan1,4,21.65,68.3,51.3,29.65,16.5
Simulation3,FCFS + PST,O-27,T4,25.6,28.85,3.25,T1,31.17,36.71,5.539999999999999,T3,40.49,42.56,2.0700000000000003,T2,50.54,59.59,9.050000000000004,,,,,2,SampleProcessPlan2,3,22.89,64.43,59.59,36.7,19.91
Simulation3,FCFS + PST,O-28,T1,25.67,26.41,0.7399999999999984,T2,26.41,31.01,4.600000000000001,T3,26.41,29.43,3.0199999999999996,T4,33.4,37.54,4.140000000000001,T5,37.54,40.2,2.6600000000000037,1,SampleProcessPlan1,4,24.03,66.86,40.2,16.17,15.16
Simulation3,FCFS + PST,O-29,T1,34.8,35.01,0.21000000000000085,T2,35.64,41.01,5.369999999999997,T3,45.97,50.74,4.770000000000003,T4,46.48,52.46,5.980000000000004,,,,,2,SampleProcessPlan1,3,25.41,75.13,52.46,27.05,16.33
Simulation3,FCFS + PST,O-3,T4,2.17,5.46,3.29,T1,5.46,8.59,3.13,T2,8.59,9.74,1.1500000000000004,T3,8.59,12.46,3.870000000000001,,,,,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation3,FCFS + PST,O-30,T1,26.41,27.64,1.2300000000000004,T3,28.77,30.78,2.0100000000000016,T2,28.85,31.77,2.919999999999998,T4,34.02,37.65,3.6299999999999955,T5,40.2,43.71,3.509999999999998,1,SampleProcessPlan1,4,25.98,75.9,43.71,17.73,13.3
Simulation3,FCFS + PST,O-31,T4,26.22,30.8,4.580000000000002,T1,32.23,34.27,2.0400000000000063,T3,44.64,45.97,1.3299999999999983,T2,63.54,66.96,3.4199999999999946,T5,66.96,71.45,4.490000000000009,2,SampleProcessPlan2,4,26.22,70.4,71.45,45.23,15.86
Simulation3,FCFS + PST,O-32,T1,35.01,37.01,2.0,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,26.93,70.59,37.01,10.08,2.0
Simulation3,FCFS + PST,O-33,T4,29.12,33.4,4.279999999999998,T1,34.27,34.8,0.529999999999994,T3,44.75,50.32,5.57,T2,66.96,69.2,2.240000000000009,T5,76.25,78.6,2.3499999999999943,2,SampleProcessPlan2,4,29.12,77.11,78.6,49.48,14.97
Simulation3,FCFS + PST,O-34,T4,29.83,34.02,4.190000000000005,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,29.83,78.55,34.02,4.19,4.19
Simulation3,FCFS + PST,O-35,T1,37.63,38.44,0.8099999999999952,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,30.73,77.85,38.44,7.71,0.81
Simulation3,FCFS + PST,O-36,T1,38.44,44.03,5.590000000000003,T3,55.93,57.39,1.4600000000000009,T2,67.41,70.15,2.740000000000009,T4,70.15,74.4,4.25,T5,78.6,83.59,4.990000000000009,2,SampleProcessPlan1,4,30.88,80.58,83.59,52.71,19.03
Simulation3,FCFS + PST,O-37,T1,40.02,40.6,0.5799999999999983,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.33,71.37,40.6,9.27,0.58
Simulation3,FCFS + PST,O-38,T1,40.6,45.66,5.059999999999995,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.42,74.65,45.66,14.25,5.06
Simulation3,FCFS + PST,O-39,T4,31.81,36.42,4.610000000000003,T1,37.01,40.02,3.010000000000005,T2,41.01,50.54,9.530000000000001,T3,41.05,44.75,3.700000000000003,,,,,1,SampleProcessPlan2,3,31.81,79.0,50.54,18.73,20.85
Simulation3,FCFS + PST,O-4,T4,2.94,7.16,4.220000000000001,T1,10.89,11.92,1.0299999999999994,,,,,,,,,,,,,0,SampleProcessPlan2,2,2.94,51.76,11.92,8.98,5.25
Simulation3,FCFS + PST,O-40,T1,48.13,51.32,3.1899999999999977,T3,53.33,55.93,2.6000000000000014,T2,72.06,77.87,5.810000000000002,,,,,,,,,2,SampleProcessPlan1,2,32.39,80.6,77.87,45.48,11.6
Simulation3,FCFS + PST,O-41,T1,54.47,57.47,3.0,T3,58.88,60.64,1.759999999999998,T2,80.88,84.81,3.930000000000007,T4,84.81,88.6,3.789999999999992,,,,,2,SampleProcessPlan1,3,32.43,81.68,88.6,56.17,12.48
Simulation3,FCFS + PST,O-42,T4,36.42,40.17,3.75,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,32.87,78.51,40.17,7.3,3.75
Simulation3,FCFS + PST,O-43,T1,36.71,37.63,0.9200000000000017,T2,38.9,49.26,10.36,T3,39.81,41.05,1.2399999999999949,,,,,,,,,0,SampleProcessPlan1,2,35.33,82.84,49.26,13.94,12.52
Simulation3,FCFS + PST,O-44,T4,37.54,41.4,3.8599999999999994,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,36.58,81.06,41.4,4.82,3.86
Simulation3,FCFS + PST,O-45,T1,60.26,65.34,5.080000000000005,T3,66.81,69.28,2.469999999999999,T2,70.15,72.06,1.9099999999999966,T4,72.06,75.38,3.319999999999993,T5,83.59,87.31,3.719999999999999,2,SampleProcessPlan1,4,37.61,82.62,87.31,49.71,16.5
Simulation3,FCFS + PST,O-46,T1,64.91,66.89,1.980000000000004,T2,69.2,73.66,4.459999999999994,T3,69.28,71.05,1.769999999999996,,,,,,,,,2,SampleProcessPlan1,2,37.66,77.78,73.66,36.0,8.21
Simulation3,FCFS + PST,O-47,T4,38.79,42.93,4.140000000000001,T1,44.03,47.34,3.3100000000000023,T3,57.39,60.6,3.210000000000001,T2,90.13,95.09,4.960000000000008,,,,,2,SampleProcessPlan2,3,38.79,86.15,95.09,56.3,15.62
Simulation3,FCFS + PST,O-48,T1,65.34,69.52,4.179999999999993,T3,71.05,74.64,3.5900000000000034,T2,92.1,94.6,2.5,T4,94.6,98.58,3.980000000000004,,,,,2,SampleProcessPlan1,3,39.27,87.71,98.58,59.31,14.25
Simulation3,FCFS + PST,O-49,T4,41.4,45.21,3.8100000000000023,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,39.67,89.16,45.21,5.54,3.81
Simulation3,FCFS + PST,O-5,T1,5.63,8.09,2.46,T2,8.09,9.95,1.8599999999999994,T3,8.09,9.86,1.7699999999999996,T4,10.97,14.28,3.3099999999999987,,,,,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation3,FCFS + PST,O-50,T4,40.17,45.07,4.899999999999999,T1,45.66,46.87,1.2100000000000009,T3,50.32,53.61,3.289999999999999,T2,57.98,61.27,3.2900000000000063,T5,61.27,65.47,4.199999999999996,1,SampleProcessPlan2,4,39.88,84.47,65.47,25.6,16.89
Simulation3,FCFS + PST,O-51,T1,66.89,69.78,2.8900000000000006,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,39.91,85.83,69.78,29.87,2.89
Simulation3,FCFS + PST,O-52,T1,69.52,72.59,3.0700000000000074,T3,78.0,82.23,4.230000000000004,T2,94.6,,,,,,,,,,,2,SampleProcessPlan1,2,40.68,89.73,Not Finished,Not Finished,14.8
Simulation3,FCFS + PST,O-53,T1,69.78,71.3,1.519999999999996,T3,71.3,78.0,6.700000000000003,T2,73.66,80.88,7.219999999999999,T4,80.88,84.83,3.950000000000003,T5,87.31,91.2,3.8900000000000006,2,SampleProcessPlan1,4,40.83,83.93,91.2,50.37,23.28
Simulation3,FCFS + PST,O-54,T4,45.07,48.45,3.3800000000000026,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,40.84,81.74,48.45,7.62,3.38
Simulation3,FCFS + PST,O-55,T1,71.3,72.69,1.3900000000000006,T3,74.64,77.36,2.719999999999999,T2,86.9,90.13,3.2299999999999898,T4,92.62,96.49,3.8699999999999903,T5,96.49,,,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation3,FCFS + PST,O-56,T1,46.87,48.13,1.2600000000000051,T2,49.26,53.88,4.6200000000000045,T3,50.74,53.33,2.5899999999999963,T4,57.9,61.65,3.75,,,,,0,SampleProcessPlan1,3,43.72,88.54,61.65,17.94,12.22
Simulation3,FCFS + PST,O-57,T4,45.21,49.55,4.339999999999996,T1,51.47,54.47,3.0,T3,66.13,68.28,2.1500000000000057,T2,84.81,92.1,7.289999999999992,,,,,2,SampleProcessPlan2,3,44.6,86.46,92.1,47.5,16.78
Simulation3,FCFS + PST,O-58,T1,47.34,51.47,4.1299999999999955,T3,53.61,57.27,3.6600000000000037,T2,53.88,57.98,4.099999999999994,T4,61.65,65.8,4.149999999999999,,,,,0,SampleProcessPlan1,3,45.49,92.01,65.8,20.31,16.04
Simulation3,FCFS + PST,O-59,T4,48.45,52.17,3.719999999999999,T1,56.19,60.26,4.07,T3,60.6,66.13,5.529999999999994,T2,63.93,67.41,3.479999999999997,T5,71.45,76.25,4.799999999999997,1,SampleProcessPlan2,4,45.89,89.29,76.25,30.36,21.6
Simulation3,FCFS + PST,O-6,T1,8.09,10.89,2.8000000000000007,T2,10.89,14.03,3.139999999999999,T3,12.46,15.22,2.76,,,,,,,,,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation3,FCFS + PST,O-60,T1,72.59,77.27,4.679999999999993,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,46.0,93.59,77.27,31.27,4.68
Simulation3,FCFS + PST,O-61,T4,49.55,53.4,3.8500000000000014,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,46.05,90.7,53.4,7.35,3.85
Simulation3,FCFS + PST,O-62,T1,72.69,74.6,1.9099999999999966,T3,77.36,78.48,1.1200000000000045,T2,77.87,86.9,9.030000000000001,T4,88.6,92.62,4.02000000000001,,,,,2,SampleProcessPlan1,3,47.53,92.73,92.62,45.1,16.08
Simulation3,FCFS + PST,O-63,T1,74.6,76.73,2.1300000000000097,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,47.56,89.01,76.73,29.17,2.13
Simulation3,FCFS + PST,O-64,T1,51.32,56.19,4.869999999999997,T3,57.27,58.88,1.6099999999999994,T2,59.59,63.93,4.339999999999996,T4,63.93,67.34,3.4100000000000037,,,,,1,SampleProcessPlan1,3,49.06,95.35,67.34,18.28,14.23
Simulation3,FCFS + PST,O-65,T4,52.17,56.77,4.600000000000001,T1,57.47,58.97,1.5,T3,60.64,62.8,2.1599999999999966,,,,,,,,,2,SampleProcessPlan2,3,49.94,97.85,Not Finished,Not Finished,10.53
Simulation3,FCFS + PST,O-66,T1,76.73,85.22,8.489999999999995,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.63,99.78,85.22,34.59,8.49
Simulation3,FCFS + PST,O-67,T1,77.27,80.82,3.549999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.66,90.85,80.82,30.17,3.55
Simulation3,FCFS + PST,O-68,T4,52.46,57.9,5.439999999999998,T1,63.38,64.91,1.529999999999994,T3,64.91,66.81,1.9000000000000057,,,,,,,,,2,SampleProcessPlan2,3,52.32,99.57,Not Finished,Not Finished,11.58
Simulation3,FCFS + PST,O-69,T1,80.82,83.87,3.0500000000000114,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,52.53,98.67,83.87,31.34,3.05
Simulation3,FCFS + PST,O-7,T4,6.42,10.97,4.550000000000001,T1,14.8,19.37,4.57,,,,,,,,,,,,,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation3,FCFS + PST,O-70,T4,53.4,57.65,4.25,T1,58.97,63.38,4.410000000000004,T3,68.28,70.21,1.9299999999999926,T2,95.09,,,,,,,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
Simulation3,FCFS + PST,O-8,T1,8.59,9.82,1.2300000000000004,T2,9.82,12.97,3.1500000000000004,T3,9.86,14.49,4.630000000000001,T4,15.63,19.75,4.119999999999999,T5,20.34,27.36,7.02,1,SampleProcessPlan1,4,7.73,49.56,27.36,19.63,20.15
Simulation3,FCFS + PST,O-9,T4,8.0,12.57,4.57,T1,13.85,14.8,0.9500000000000011,T2,14.8,17.22,2.419999999999998,T3,15.22,16.88,1.6599999999999984,,,,,0,SampleProcessPlan2,3,8.0,49.82,17.22,9.22,9.6
Simulation4,CR + FCFS,O-1,T1,0.0,0.68,0.68,T2,0.68,2.37,1.69,T3,0.68,2.13,1.4499999999999997,T4,6.32,10.35,4.029999999999999,T5,10.35,12.46,2.110000000000001,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation4,CR + FCFS,O-10,T1,9.82,13.85,4.029999999999999,,,,,,,,,,,,,,,,,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation4,CR + FCFS,O-11,T4,21.06,25.38,4.32,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,9.1,57.52,25.38,16.28,4.32
Simulation4,CR + FCFS,O-12,T4,10.35,14.2,3.8499999999999996,T1,16.75,19.24,2.4899999999999984,T2,19.24,21.09,1.8500000000000014,T3,19.24,23.34,4.100000000000001,,,,,2,SampleProcessPlan2,3,9.18,52.7,23.34,14.16,12.29
Simulation4,CR + FCFS,O-13,T4,14.2,17.94,3.740000000000002,T1,28.55,28.8,0.25,T2,32.76,35.54,2.780000000000001,T3,36.28,42.17,5.890000000000001,,,,,2,SampleProcessPlan2,3,10.02,58.8,42.17,32.15,12.66
Simulation4,CR + FCFS,O-14,T4,12.57,16.82,4.25,T1,19.24,20.46,1.2200000000000024,,,,,,,,,,,,,2,SampleProcessPlan2,2,11.03,54.15,20.46,9.43,5.47
Simulation4,CR + FCFS,O-15,T4,14.28,17.34,3.0600000000000005,T1,20.46,28.55,8.09,T3,32.35,36.28,3.9299999999999997,T2,32.61,36.62,4.009999999999998,,,,,2,SampleProcessPlan2,3,11.12,56.64,36.62,25.5,19.09
Simulation4,CR + FCFS,O-16,T4,17.34,21.98,4.640000000000001,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,13.75,53.81,21.98,8.23,4.64
Simulation4,CR + FCFS,O-17,T4,17.94,21.06,3.1199999999999974,,,,,,,,,,,,,,,,,0,SampleProcessPlan2,1,13.93,54.22,21.06,7.12,3.12
Simulation4,CR + FCFS,O-18,T1,14.08,16.75,2.67,T2,16.75,24.44,7.690000000000001,T3,16.88,18.11,1.2300000000000004,,,,,,,,,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation4,CR + FCFS,O-19,T1,22.38,24.45,2.0700000000000003,,,,,,,,,,,,,,,,,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation4,CR + FCFS,O-2,T4,2.05,6.32,4.2700000000000005,T1,11.92,12.73,0.8100000000000005,T2,12.97,15.82,2.8499999999999996,T3,14.49,17.44,2.950000000000001,T5,15.82,20.34,4.52,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation4,CR + FCFS,O-20,T1,19.37,22.38,3.009999999999998,T2,22.38,24.14,1.7600000000000016,T3,23.34,25.17,1.8300000000000018,,,,,,,,,0,SampleProcessPlan1,2,15.14,61.9,25.17,10.04,6.6
Simulation4,CR + FCFS,O-21,T4,20.94,25.29,4.349999999999998,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,16.5,58.31,25.29,8.79,4.35
Simulation4,CR + FCFS,O-22,T1,24.45,27.42,2.9700000000000024,T2,27.42,29.69,2.2699999999999996,T3,27.42,32.35,4.93,,,,,,,,,2,SampleProcessPlan1,2,18.25,63.8,32.35,14.1,10.17
Simulation4,CR + FCFS,O-23,T4,25.38,28.83,3.4499999999999993,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.06,68.26,28.83,7.77,3.45
Simulation4,CR + FCFS,O-24,T4,21.98,27.2,5.219999999999999,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.45,65.67,27.2,5.76,5.22
Simulation4,CR + FCFS,O-25,T1,30.69,34.22,3.5299999999999976,T3,43.41,48.58,5.170000000000002,T2,58.74,61.5,2.759999999999998,,,,,,,,,2,SampleProcessPlan1,2,21.55,63.19,61.5,39.95,11.46
Simulation4,CR + FCFS,O-26,T1,28.8,30.48,1.6799999999999997,T3,33.19,35.27,2.0800000000000054,T2,36.62,40.99,4.3700000000000045,T4,42.93,46.48,3.549999999999997,T5,46.48,51.3,4.82,2,SampleProcessPlan1,4,21.65,68.3,51.3,29.65,16.5
Simulation4,CR + FCFS,O-27,T4,25.29,28.54,3.25,T1,29.39,34.93,5.539999999999999,T2,40.91,49.96,9.050000000000004,T3,64.38,66.45,2.0700000000000074,,,,,2,SampleProcessPlan2,3,22.89,64.43,66.45,43.56,19.91
