Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation1,FCFS + FCFS,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation1,FCFS + FCFS,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation1,FCFS + FCFS,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation1,FCFS + FCFS,O-4,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation1,FCFS + FCFS,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation1,FCFS + FCFS,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation1,FCFS + FCFS,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation1,FCFS + FCFS,O-8,1,SampleProcessPlan1,4,7.73,49.56,27.36,19.63,20.15
Simulation1,FCFS + FCFS,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation1,FCFS + FCFS,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation1,FCFS + FCFS,O-11,2,SampleProcessPlan2,1,9.1,57.52,14.67,5.57,4.32
Simulation1,FCFS + FCFS,O-12,2,SampleProcessPlan2,3,9.18,52.7,34.88,25.7,12.29
Simulation1,FCFS + FCFS,O-13,2,SampleProcessPlan2,3,10.02,58.8,35.32,25.3,12.66
Simulation1,FCFS + FCFS,O-14,2,SampleProcessPlan2,2,11.03,54.15,25.67,14.64,5.47
Simulation1,FCFS + FCFS,O-15,2,SampleProcessPlan2,3,11.12,56.64,28.85,17.73,19.09
Simulation1,FCFS + FCFS,O-16,2,SampleProcessPlan2,1,13.75,53.81,24.39,10.64,4.64
Simulation1,FCFS + FCFS,O-17,0,SampleProcessPlan2,1,13.93,54.22,21.25,7.32,3.12
Simulation1,FCFS + FCFS,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation1,FCFS + FCFS,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation1,FCFS + FCFS,O-20,0,SampleProcessPlan1,2,15.14,61.9,24.21,9.07,6.6
Simulation1,FCFS + FCFS,O-21,2,SampleProcessPlan2,1,16.5,58.31,25.6,9.1,4.35
Simulation1,FCFS + FCFS,O-22,2,SampleProcessPlan1,2,18.25,63.8,39.81,21.56,10.17
Simulation1,FCFS + FCFS,O-23,2,SampleProcessPlan2,1,21.06,68.26,26.11,5.05,3.45
Simulation1,FCFS + FCFS,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.61,8.17,5.22
Simulation1,FCFS + FCFS,O-25,2,SampleProcessPlan1,2,21.55,63.19,40.49,18.94,11.46
Simulation1,FCFS + FCFS,O-26,2,SampleProcessPlan1,4,21.65,68.3,53.13,31.48,16.5
Simulation1,FCFS + FCFS,O-27,2,SampleProcessPlan2,3,22.89,64.43,74.25,51.37,19.91
Simulation1,FCFS + FCFS,O-28,1,SampleProcessPlan1,4,24.03,66.86,48.31,24.28,15.16
Simulation1,FCFS + FCFS,O-29,2,SampleProcessPlan1,3,25.41,75.13,69.26,43.85,16.33
Simulation1,FCFS + FCFS,O-30,1,SampleProcessPlan1,4,25.98,75.9,41.16,15.18,13.3
Simulation1,FCFS + FCFS,O-31,2,SampleProcessPlan2,4,26.22,70.4,45.65,19.43,15.86
Simulation1,FCFS + FCFS,O-32,2,SampleProcessPlan1,1,26.93,70.59,37.01,10.08,2.0
Simulation1,FCFS + FCFS,O-33,2,SampleProcessPlan2,4,29.12,77.11,62.22,33.1,14.97
Simulation1,FCFS + FCFS,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.02,4.19,4.19
Simulation1,FCFS + FCFS,O-35,2,SampleProcessPlan1,1,30.73,77.85,38.44,7.71,0.81
Simulation1,FCFS + FCFS,O-36,2,SampleProcessPlan1,4,30.88,80.58,78.5,47.62,19.03
Simulation1,FCFS + FCFS,O-37,2,SampleProcessPlan1,1,31.33,71.37,40.6,9.27,0.58
Simulation1,FCFS + FCFS,O-38,2,SampleProcessPlan1,1,31.42,74.65,45.66,14.25,5.06
Simulation1,FCFS + FCFS,O-39,1,SampleProcessPlan2,3,31.81,79.0,52.38,20.57,20.85
Simulation1,FCFS + FCFS,O-40,2,SampleProcessPlan1,2,32.39,80.6,76.79,44.4,11.6
Simulation1,FCFS + FCFS,O-41,2,SampleProcessPlan1,3,32.43,81.68,91.8,59.37,12.48
Simulation1,FCFS + FCFS,O-42,2,SampleProcessPlan2,1,32.87,78.51,37.15,4.28,3.75
Simulation1,FCFS + FCFS,O-43,0,SampleProcessPlan1,2,35.33,82.84,48.66,13.34,12.52
Simulation1,FCFS + FCFS,O-44,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation1,FCFS + FCFS,O-45,2,SampleProcessPlan1,4,37.61,82.62,96.96,59.36,16.5
Simulation1,FCFS + FCFS,O-46,2,SampleProcessPlan1,2,37.66,77.78,94.38,56.72,8.21
Simulation1,FCFS + FCFS,O-47,2,SampleProcessPlan2,3,38.79,86.15,70.98,32.19,15.62
Simulation1,FCFS + FCFS,O-48,2,SampleProcessPlan1,3,39.27,87.71,Not Finished,Not Finished,14.25
Simulation1,FCFS + FCFS,O-49,2,SampleProcessPlan2,1,39.67,89.16,45.1,5.43,3.81
Simulation1,FCFS + FCFS,O-50,1,SampleProcessPlan2,4,39.88,84.47,59.87,20.0,16.89
Simulation1,FCFS + FCFS,O-51,2,SampleProcessPlan1,1,39.91,85.83,69.17,29.26,2.89
Simulation1,FCFS + FCFS,O-52,2,SampleProcessPlan1,2,40.68,89.73,Not Finished,Not Finished,14.8
Simulation1,FCFS + FCFS,O-53,2,SampleProcessPlan1,4,40.83,83.93,Not Finished,Not Finished,23.28
Simulation1,FCFS + FCFS,O-54,2,SampleProcessPlan2,1,40.84,81.74,48.48,7.65,3.38
Simulation1,FCFS + FCFS,O-55,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation1,FCFS + FCFS,O-56,0,SampleProcessPlan1,3,43.72,88.54,58.29,14.58,12.22
Simulation1,FCFS + FCFS,O-57,2,SampleProcessPlan2,3,44.6,86.46,84.08,39.48,16.78
Simulation1,FCFS + FCFS,O-58,0,SampleProcessPlan1,3,45.49,92.01,62.44,16.95,16.04
Simulation1,FCFS + FCFS,O-59,1,SampleProcessPlan2,4,45.89,89.29,67.02,21.13,21.6
Simulation1,FCFS + FCFS,O-60,2,SampleProcessPlan1,1,46.0,93.59,76.92,30.92,4.68
Simulation1,FCFS + FCFS,O-61,2,SampleProcessPlan2,1,46.05,90.7,52.33,6.28,3.85
Simulation1,FCFS + FCFS,O-62,2,SampleProcessPlan1,3,47.53,92.73,99.2,51.68,16.08
Simulation1,FCFS + FCFS,O-63,2,SampleProcessPlan1,1,47.56,89.01,77.08,29.52,2.13
Simulation1,FCFS + FCFS,O-64,1,SampleProcessPlan1,3,49.06,95.35,68.61,19.56,14.23
Simulation1,FCFS + FCFS,O-65,2,SampleProcessPlan2,3,49.94,97.85,76.52,26.58,10.53
Simulation1,FCFS + FCFS,O-66,2,SampleProcessPlan1,1,50.63,99.78,85.41,34.79,8.49
Simulation1,FCFS + FCFS,O-67,2,SampleProcessPlan1,1,50.66,90.85,80.63,29.97,3.55
Simulation1,FCFS + FCFS,O-68,2,SampleProcessPlan2,3,52.32,99.57,79.23,26.92,11.58
Simulation1,FCFS + FCFS,O-69,2,SampleProcessPlan1,1,52.53,98.67,83.68,31.15,3.05
Simulation1,FCFS + FCFS,O-70,2,SampleProcessPlan2,4,53.33,95.45,88.86,35.54,20.22
Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation2,FCFS + SPT,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation2,FCFS + SPT,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation2,FCFS + SPT,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation2,FCFS + SPT,O-4,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation2,FCFS + SPT,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation2,FCFS + SPT,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation2,FCFS + SPT,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation2,FCFS + SPT,O-8,1,SampleProcessPlan1,4,7.73,49.56,27.36,19.63,20.15
Simulation2,FCFS + SPT,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation2,FCFS + SPT,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation2,FCFS + SPT,O-11,2,SampleProcessPlan2,1,9.1,57.52,14.67,5.57,4.32
Simulation2,FCFS + SPT,O-12,2,SampleProcessPlan2,3,9.18,52.7,34.88,25.7,12.29
Simulation2,FCFS + SPT,O-13,2,SampleProcessPlan2,3,10.02,58.8,30.98,20.96,12.66
Simulation2,FCFS + SPT,O-14,2,SampleProcessPlan2,2,11.03,54.15,25.67,14.64,5.47
Simulation2,FCFS + SPT,O-15,2,SampleProcessPlan2,3,11.12,56.64,28.85,17.73,19.09
Simulation2,FCFS + SPT,O-16,2,SampleProcessPlan2,1,13.75,53.81,24.39,10.64,4.64
Simulation2,FCFS + SPT,O-17,0,SampleProcessPlan2,1,13.93,54.22,21.25,7.32,3.12
Simulation2,FCFS + SPT,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation2,FCFS + SPT,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation2,FCFS + SPT,O-20,0,SampleProcessPlan1,2,15.14,61.9,24.21,9.07,6.6
Simulation2,FCFS + SPT,O-21,2,SampleProcessPlan2,1,16.5,58.31,25.6,9.1,4.35
Simulation2,FCFS + SPT,O-22,2,SampleProcessPlan1,2,18.25,63.8,38.93,20.68,10.17
Simulation2,FCFS + SPT,O-23,2,SampleProcessPlan2,1,21.06,68.26,26.11,5.05,3.45
Simulation2,FCFS + SPT,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.61,8.17,5.22
Simulation2,FCFS + SPT,O-25,2,SampleProcessPlan1,2,21.55,63.19,50.94,29.39,11.46
Simulation2,FCFS + SPT,O-26,2,SampleProcessPlan1,4,21.65,68.3,98.33,76.68,16.5
Simulation2,FCFS + SPT,O-27,2,SampleProcessPlan2,3,22.89,64.43,49.43,26.55,19.91
Simulation2,FCFS + SPT,O-28,1,SampleProcessPlan1,4,24.03,66.86,46.17,22.14,15.16
Simulation2,FCFS + SPT,O-29,2,SampleProcessPlan1,3,25.41,75.13,48.91,23.5,16.33
Simulation2,FCFS + SPT,O-30,1,SampleProcessPlan1,4,25.98,75.9,41.16,15.18,13.3
Simulation2,FCFS + SPT,O-31,2,SampleProcessPlan2,4,26.22,70.4,74.93,48.71,15.86
Simulation2,FCFS + SPT,O-32,2,SampleProcessPlan1,1,26.93,70.59,37.01,10.08,2.0
Simulation2,FCFS + SPT,O-33,2,SampleProcessPlan2,4,29.12,77.11,45.1,15.98,14.97
Simulation2,FCFS + SPT,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.02,4.19,4.19
Simulation2,FCFS + SPT,O-35,2,SampleProcessPlan1,1,30.73,77.85,38.44,7.71,0.81
Simulation2,FCFS + SPT,O-36,2,SampleProcessPlan1,4,30.88,80.58,85.54,54.66,19.03
Simulation2,FCFS + SPT,O-37,2,SampleProcessPlan1,1,31.33,71.37,40.6,9.27,0.58
Simulation2,FCFS + SPT,O-38,2,SampleProcessPlan1,1,31.42,74.65,45.66,14.25,5.06
Simulation2,FCFS + SPT,O-39,1,SampleProcessPlan2,3,31.81,79.0,58.34,26.53,20.85
Simulation2,FCFS + SPT,O-40,2,SampleProcessPlan1,2,32.39,80.6,94.23,61.84,11.6
Simulation2,FCFS + SPT,O-41,2,SampleProcessPlan1,3,32.43,81.68,76.3,43.87,12.48
Simulation2,FCFS + SPT,O-42,2,SampleProcessPlan2,1,32.87,78.51,37.15,4.28,3.75
Simulation2,FCFS + SPT,O-43,0,SampleProcessPlan1,2,35.33,82.84,48.81,13.49,12.52
Simulation2,FCFS + SPT,O-44,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation2,FCFS + SPT,O-45,2,SampleProcessPlan1,4,37.61,82.62,78.65,41.05,16.5
Simulation2,FCFS + SPT,O-46,2,SampleProcessPlan1,2,37.66,77.78,83.46,45.8,8.21
Simulation2,FCFS + SPT,O-47,2,SampleProcessPlan2,3,38.79,86.15,88.42,49.63,15.62
Simulation2,FCFS + SPT,O-48,2,SampleProcessPlan1,3,39.27,87.71,75.9,36.63,14.25
Simulation2,FCFS + SPT,O-49,2,SampleProcessPlan2,1,39.67,89.16,45.1,5.43,3.81
Simulation2,FCFS + SPT,O-50,1,SampleProcessPlan2,4,39.88,84.47,65.64,25.77,16.89
Simulation2,FCFS + SPT,O-51,2,SampleProcessPlan1,1,39.91,85.83,70.81,30.9,2.89
Simulation2,FCFS + SPT,O-52,2,SampleProcessPlan1,2,40.68,89.73,97.69,57.01,14.8
Simulation2,FCFS + SPT,O-53,2,SampleProcessPlan1,4,40.83,83.93,89.43,48.6,23.28
Simulation2,FCFS + SPT,O-54,2,SampleProcessPlan2,1,40.84,81.74,48.48,7.65,3.38
Simulation2,FCFS + SPT,O-55,2,SampleProcessPlan1,4,42.46,91.06,93.51,51.05,15.29
Simulation2,FCFS + SPT,O-56,0,SampleProcessPlan1,3,43.72,88.54,58.29,14.58,12.22
Simulation2,FCFS + SPT,O-57,2,SampleProcessPlan2,3,44.6,86.46,90.19,45.59,16.78
Simulation2,FCFS + SPT,O-58,0,SampleProcessPlan1,3,45.49,92.01,62.3,16.81,16.04
Simulation2,FCFS + SPT,O-59,1,SampleProcessPlan2,4,45.89,89.29,70.44,24.55,21.6
Simulation2,FCFS + SPT,O-60,2,SampleProcessPlan1,1,46.0,93.59,77.01,31.01,4.68
Simulation2,FCFS + SPT,O-61,2,SampleProcessPlan2,1,46.05,90.7,52.76,6.71,3.85
Simulation2,FCFS + SPT,O-62,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation2,FCFS + SPT,O-63,2,SampleProcessPlan1,1,47.56,89.01,76.99,29.43,2.13
Simulation2,FCFS + SPT,O-64,1,SampleProcessPlan1,3,49.06,95.35,69.19,20.14,14.23
Simulation2,FCFS + SPT,O-65,2,SampleProcessPlan2,3,49.94,97.85,69.85,19.91,10.53
Simulation2,FCFS + SPT,O-66,2,SampleProcessPlan1,1,50.63,99.78,85.48,34.85,8.49
Simulation2,FCFS + SPT,O-67,2,SampleProcessPlan1,1,50.66,90.85,80.56,29.91,3.55
Simulation2,FCFS + SPT,O-68,2,SampleProcessPlan2,3,52.32,99.57,74.63,22.32,11.58
Simulation2,FCFS + SPT,O-69,2,SampleProcessPlan1,1,52.53,98.67,83.61,31.08,3.05
Simulation2,FCFS + SPT,O-70,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation3,FCFS + PST,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation3,FCFS + PST,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation3,FCFS + PST,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation3,FCFS + PST,O-4,0,SampleProcessPlan2,2,2.94,51.76,11.92,8.98,5.25
Simulation3,FCFS + PST,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation3,FCFS + PST,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation3,FCFS + PST,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation3,FCFS + PST,O-8,1,SampleProcessPlan1,4,7.73,49.56,27.36,19.63,20.15
Simulation3,FCFS + PST,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.22,9.22,9.6
Simulation3,FCFS + PST,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation3,FCFS + PST,O-11,2,SampleProcessPlan2,1,9.1,57.52,14.67,5.57,4.32
Simulation3,FCFS + PST,O-12,2,SampleProcessPlan2,3,9.18,52.7,34.88,25.7,12.29
Simulation3,FCFS + PST,O-13,2,SampleProcessPlan2,3,10.02,58.8,35.64,25.62,12.66
Simulation3,FCFS + PST,O-14,2,SampleProcessPlan2,2,11.03,54.15,25.67,14.64,5.47
Simulation3,FCFS + PST,O-15,2,SampleProcessPlan2,3,11.12,56.64,28.85,17.73,19.09
Simulation3,FCFS + PST,O-16,2,SampleProcessPlan2,1,13.75,53.81,24.39,10.64,4.64
Simulation3,FCFS + PST,O-17,0,SampleProcessPlan2,1,13.93,54.22,21.25,7.32,3.12
Simulation3,FCFS + PST,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.91,10.83,11.59
Simulation3,FCFS + PST,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation3,FCFS + PST,O-20,0,SampleProcessPlan1,2,15.14,61.9,24.21,9.07,6.6
Simulation3,FCFS + PST,O-21,2,SampleProcessPlan2,1,16.5,58.31,25.6,9.1,4.35
Simulation3,FCFS + PST,O-22,2,SampleProcessPlan1,2,18.25,63.8,63.54,45.29,10.17
Simulation3,FCFS + PST,O-23,2,SampleProcessPlan2,1,21.06,68.26,26.11,5.05,3.45
Simulation3,FCFS + PST,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.61,8.17,5.22
Simulation3,FCFS + PST,O-25,2,SampleProcessPlan1,2,21.55,63.19,40.49,18.94,11.46
Simulation3,FCFS + PST,O-26,2,SampleProcessPlan1,4,21.65,68.3,51.3,29.65,16.5
Simulation3,FCFS + PST,O-27,2,SampleProcessPlan2,3,22.89,64.43,59.59,36.7,19.91
Simulation3,FCFS + PST,O-28,1,SampleProcessPlan1,4,24.03,66.86,40.2,16.17,15.16
Simulation3,FCFS + PST,O-29,2,SampleProcessPlan1,3,25.41,75.13,52.46,27.05,16.33
Simulation3,FCFS + PST,O-30,1,SampleProcessPlan1,4,25.98,75.9,43.71,17.73,13.3
Simulation3,FCFS + PST,O-31,2,SampleProcessPlan2,4,26.22,70.4,71.45,45.23,15.86
Simulation3,FCFS + PST,O-32,2,SampleProcessPlan1,1,26.93,70.59,37.01,10.08,2.0
Simulation3,FCFS + PST,O-33,2,SampleProcessPlan2,4,29.12,77.11,78.6,49.48,14.97
Simulation3,FCFS + PST,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.02,4.19,4.19
Simulation3,FCFS + PST,O-35,2,SampleProcessPlan1,1,30.73,77.85,38.44,7.71,0.81
Simulation3,FCFS + PST,O-36,2,SampleProcessPlan1,4,30.88,80.58,83.59,52.71,19.03
Simulation3,FCFS + PST,O-37,2,SampleProcessPlan1,1,31.33,71.37,40.6,9.27,0.58
Simulation3,FCFS + PST,O-38,2,SampleProcessPlan1,1,31.42,74.65,45.66,14.25,5.06
Simulation3,FCFS + PST,O-39,1,SampleProcessPlan2,3,31.81,79.0,50.54,18.73,20.85
Simulation3,FCFS + PST,O-40,2,SampleProcessPlan1,2,32.39,80.6,77.87,45.48,11.6
Simulation3,FCFS + PST,O-41,2,SampleProcessPlan1,3,32.43,81.68,88.6,56.17,12.48
Simulation3,FCFS + PST,O-42,2,SampleProcessPlan2,1,32.87,78.51,40.17,7.3,3.75
Simulation3,FCFS + PST,O-43,0,SampleProcessPlan1,2,35.33,82.84,49.26,13.94,12.52
Simulation3,FCFS + PST,O-44,2,SampleProcessPlan2,1,36.58,81.06,41.4,4.82,3.86
Simulation3,FCFS + PST,O-45,2,SampleProcessPlan1,4,37.61,82.62,87.31,49.71,16.5
Simulation3,FCFS + PST,O-46,2,SampleProcessPlan1,2,37.66,77.78,73.66,36.0,8.21
Simulation3,FCFS + PST,O-47,2,SampleProcessPlan2,3,38.79,86.15,95.09,56.3,15.62
Simulation3,FCFS + PST,O-48,2,SampleProcessPlan1,3,39.27,87.71,98.58,59.31,14.25
Simulation3,FCFS + PST,O-49,2,SampleProcessPlan2,1,39.67,89.16,45.21,5.54,3.81
Simulation3,FCFS + PST,O-50,1,SampleProcessPlan2,4,39.88,84.47,65.47,25.6,16.89
Simulation3,FCFS + PST,O-51,2,SampleProcessPlan1,1,39.91,85.83,69.78,29.87,2.89
Simulation3,FCFS + PST,O-52,2,SampleProcessPlan1,2,40.68,89.73,Not Finished,Not Finished,14.8
Simulation3,FCFS + PST,O-53,2,SampleProcessPlan1,4,40.83,83.93,91.2,50.37,23.28
Simulation3,FCFS + PST,O-54,2,SampleProcessPlan2,1,40.84,81.74,48.45,7.62,3.38
Simulation3,FCFS + PST,O-55,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation3,FCFS + PST,O-56,0,SampleProcessPlan1,3,43.72,88.54,61.65,17.94,12.22
Simulation3,FCFS + PST,O-57,2,SampleProcessPlan2,3,44.6,86.46,92.1,47.5,16.78
Simulation3,FCFS + PST,O-58,0,SampleProcessPlan1,3,45.49,92.01,65.8,20.31,16.04
Simulation3,FCFS + PST,O-59,1,SampleProcessPlan2,4,45.89,89.29,76.25,30.36,21.6
Simulation3,FCFS + PST,O-60,2,SampleProcessPlan1,1,46.0,93.59,77.27,31.27,4.68
